Total Admissions Per 100k (1988)
STATE,YEAR,VALUE
FEDERAL,1988,7.86587955519171
WEST VIRGINIA,1988,38.574766201948194
HAWAII,1988,45.19259174883291
NORTH DAKOTA,1988,46.54555665433591
NEW HAMPSHIRE,1988,47.29460102570166
TENNESSEE,1988,48.149789391328184
MINNESOTA,1988,51.138607973107185
MAINE,1988,52.41612589173869
WISCONSIN,1988,57.54383025420272
PENNSYLVANIA,1988,59.92847921374916
UTAH,1988,64.69886614201195
RHODE ISLAND,1988,67.54234192281908
NEBRASKA,1988,68.59845341668661
WASHINGTON,1988,69.67830090982663
MONTANA,1988,70.98278667423149
MASSACHUSETTS,1988,73.02689018324281
WYOMING,1988,78.90810108837277
VERMONT,1988,90.40176947366889
SOUTH DAKOTA,1988,93.53344429388696
INDIANA,1988,94.45069826507161
ILLINOIS,1988,96.15284157897506
IOWA,1988,99.552195729153
COLORADO,1988,99.74618978137988
NEW JERSEY,1988,99.93078622850813
IDAHO,1988,107.43982760929643
KENTUCKY,1988,108.50513993168497
VIRGINIA,1988,117.46044261599364
KANSAS,1988,120.47155311633831
MARYLAND,1988,120.97682290173911
ARKANSAS,1988,121.87079134909473
MICHIGAN,1988,122.13040203011145
MISSISSIPPI,1988,123.08345763754946
OHIO,1988,129.44292130207467
NEW YORK,1988,131.69028976545675
MISSOURI,1988,131.9431516879868
LOUISIANA,1988,132.01698733597553
ALABAMA,1988,133.45401353626298
NEW MEXICO,1988,138.22534757635944
CONNECTICUT,1988,144.13348300884454
ARIZONA,1988,154.53252990372764
DELAWARE,1988,160.75159477626806
GEORGIA,1988,168.37754187154448
SOUTH CAROLINA,1988,170.8622683065146
OKLAHOMA,1988,190.3972830339286
ALASKA,1988,194.28797056712529
NORTH CAROLINA,1988,194.4414826190053
OREGON,1988,199.68547895514226
TEXAS,1988,208.4299064366376
NEVADA,1988,236.3665961256715
CALIFORNIA,1988,257.8609325826354
FLORIDA,1988,297.8609607852426
DISTRICT OF COLUMBIA,1988,868.9307298193297
