Total Admissions Per 100k (1980)
STATE,YEAR,VALUE
FEDERAL,1980,6.047728043026236
NEW HAMPSHIRE,1980,23.35635087294361
HAWAII,1980,25.584358181014533
MINNESOTA,1980,28.4578488606828
NORTH DAKOTA,1980,29.793690154789676
MASSACHUSETTS,1980,30.269076433071156
WEST VIRGINIA,1980,31.543253686617774
RHODE ISLAND,1980,34.34445805814749
PENNSYLVANIA,1980,35.83116295371084
UTAH,1980,38.6241651512282
WISCONSIN,1980,41.32379548454802
IOWA,1980,44.348225144929174
MAINE,1980,50.007758295834904
NEW MEXICO,1980,50.95072369888504
MONTANA,1980,52.10750119809217
NEBRASKA,1980,52.19810611792322
NEW JERSEY,1980,53.34166918350782
COLORADO,1980,53.479152238580255
WYOMING,1980,54.386663884093174
SOUTH DAKOTA,1980,56.31861569132187
NEW YORK,1980,58.435502006788425
WASHINGTON,1980,59.03449125649367
CALIFORNIA,1980,60.88806548524683
MISSOURI,1980,63.21316670136755
IDAHO,1980,64.51735327046055
INDIANA,1980,67.83499674115286
VIRGINIA,1980,69.56491930916484
ILLINOIS,1980,70.55251151375363
KANSAS,1980,70.63028883315725
DELAWARE,1980,72.10859655492355
MICHIGAN,1980,72.20734527167204
LOUISIANA,1980,74.99556446006154
MISSISSIPPI,1980,76.465593850423
VERMONT,1980,80.3394536917149
TENNESSEE,1980,80.8571729767503
KENTUCKY,1980,81.90182475737744
ARIZONA,1980,83.19199953213638
OHIO,1980,86.70297386479686
OKLAHOMA,1980,87.59675362418
OREGON,1980,93.22031332320009
ALABAMA,1980,96.77739481099816
ALASKA,1980,99.09063951764358
CONNECTICUT,1980,101.43788767720723
ARKANSAS,1980,101.75597876450153
FLORIDA,1980,104.00197781582435
TEXAS,1980,107.15066619564918
MARYLAND,1980,125.57406894293231
GEORGIA,1980,125.6831388219772
NEVADA,1980,134.15910504645584
SOUTH CAROLINA,1980,135.23233240337163
NORTH CAROLINA,1980,141.68500340389997
DISTRICT OF COLUMBIA,1980,365.2138156604061
