Total Admissions Per 100k (1986)
STATE,YEAR,VALUE
FEDERAL,1986,8.232935934748973
WEST VIRGINIA,1986,35.27494267821815
MINNESOTA,1986,39.5937232177593
NEW HAMPSHIRE,1986,39.70514781631443
NORTH DAKOTA,1986,44.21295708505169
HAWAII,1986,50.96292352233669
NEBRASKA,1986,52.2123888184184
MAINE,1986,52.47320576248097
PENNSYLVANIA,1986,53.366013793009806
RHODE ISLAND,1986,55.76354619319152
WISCONSIN,1986,58.688259572431534
WASHINGTON,1986,60.68191470081143
UTAH,1986,61.2207096791265
MASSACHUSETTS,1986,61.73447095981008
MONTANA,1986,68.69456968812173
WYOMING,1986,70.21494246611826
NEW JERSEY,1986,78.57352771392885
VERMONT,1986,79.76691582905163
TENNESSEE,1986,79.91606175673526
IOWA,1986,81.87761195312848
INDIANA,1986,82.74469640048653
CONNECTICUT,1986,84.24991826268976
KENTUCKY,1986,87.23313156095784
COLORADO,1986,91.46087198257888
IDAHO,1986,92.10037324888106
MICHIGAN,1986,94.85311735131708
KANSAS,1986,98.28904708131681
ARKANSAS,1986,98.58511703498506
MARYLAND,1986,100.17907427403601
ILLINOIS,1986,100.82315639444592
LOUISIANA,1986,100.8865353235619
VIRGINIA,1986,102.27644234905449
SOUTH DAKOTA,1986,105.60633120731745
NEW YORK,1986,107.16383298299901
ALABAMA,1986,107.32621683353088
MISSOURI,1986,107.64307650163784
OHIO,1986,108.73891653803547
MISSISSIPPI,1986,115.16779527507444
NEW MEXICO,1986,125.99857115022407
ARIZONA,1986,139.9224124328726
DELAWARE,1986,151.54050242608216
NORTH CAROLINA,1986,152.49308798186786
OREGON,1986,153.23049152630165
OKLAHOMA,1986,156.2379428240454
SOUTH CAROLINA,1986,168.45270610252908
GEORGIA,1986,173.74823860504424
FLORIDA,1986,178.94943082270456
CALIFORNIA,1986,180.52067364817688
TEXAS,1986,197.39044875381052
ALASKA,1986,210.9254999375308
NEVADA,1986,210.9818661646882
DISTRICT OF COLUMBIA,1986,517.7986429132088
