Total Admissions Per 100k (1984)
STATE,YEAR,VALUE
FEDERAL,1984,7.273612674888129
NEW HAMPSHIRE,1984,31.120023995176396
NORTH DAKOTA,1984,35.26834063926806
MINNESOTA,1984,36.053561305365
NEBRASKA,1984,39.971572972670145
MAINE,1984,41.79542050260075
HAWAII,1984,41.831642232447734
WEST VIRGINIA,1984,45.02772992284592
RHODE ISLAND,1984,47.198253456700286
PENNSYLVANIA,1984,50.26582317585378
MASSACHUSETTS,1984,51.70542290584476
WISCONSIN,1984,53.38308997711369
WASHINGTON,1984,58.13076775204292
MONTANA,1984,64.32011928458486
UTAH,1984,65.15292445404377
VERMONT,1984,66.45678979527511
WYOMING,1984,67.3410009645608
IOWA,1984,70.66331867127774
NEW JERSEY,1984,71.30599613039563
COLORADO,1984,73.91188176874951
INDIANA,1984,76.04887353865614
KENTUCKY,1984,79.07014376857181
NEW YORK,1984,83.67081350368488
MICHIGAN,1984,85.0107100455188
SOUTH DAKOTA,1984,85.33646950834721
IDAHO,1984,85.9879071936151
MISSOURI,1984,86.2864275248277
KANSAS,1984,87.33210125078381
CONNECTICUT,1984,87.45211517138539
ILLINOIS,1984,88.83511386194053
VIRGINIA,1984,92.72009905263553
ARKANSAS,1984,95.00900947503642
MARYLAND,1984,95.61882953297739
LOUISIANA,1984,97.8303256284093
OHIO,1984,99.35047808925226
NEW MEXICO,1984,108.00020329450031
TENNESSEE,1984,109.265668987113
DELAWARE,1984,109.72730067569778
ARIZONA,1984,111.14574340167921
MISSISSIPPI,1984,112.99172053458699
CALIFORNIA,1984,114.84496432825873
ALABAMA,1984,120.32388000103244
FLORIDA,1984,124.44797102886741
OREGON,1984,131.89104457182287
OKLAHOMA,1984,132.18563452909135
SOUTH CAROLINA,1984,139.247841597328
NORTH CAROLINA,1984,145.18122913293598
TEXAS,1984,146.52257218520043
ALASKA,1984,149.11397875417802
NEVADA,1984,156.01602326725447
GEORGIA,1984,166.94196123299517
DISTRICT OF COLUMBIA,1984,414.12476475566166
