Total Admissions Per 100k (1985)
STATE,YEAR,VALUE
FEDERAL,1985,8.13873207716826
NEW HAMPSHIRE,1985,34.110620743069774
NORTH DAKOTA,1985,35.746413172405546
MINNESOTA,1985,39.0507746105916
HAWAII,1985,42.03244674046551
MAINE,1985,43.854670780406764
NEBRASKA,1985,44.80447893337574
WEST VIRGINIA,1985,47.041424773052654
PENNSYLVANIA,1985,52.43446456527819
RHODE ISLAND,1985,53.35678141986833
WISCONSIN,1985,54.53101327637451
MASSACHUSETTS,1985,56.200324142383906
UTAH,1985,60.56349001524131
WASHINGTON,1985,64.58941179090849
MONTANA,1985,67.49312299800803
NEW JERSEY,1985,77.89274804372621
VERMONT,1985,78.29760258400955
IOWA,1985,79.30202905762049
WYOMING,1985,80.2494336511291
INDIANA,1985,80.67079118373029
COLORADO,1985,81.87057592693417
KENTUCKY,1985,84.22572819935299
CONNECTICUT,1985,85.59474760639286
NEW YORK,1985,87.50709600544074
LOUISIANA,1985,88.31407233587205
SOUTH DAKOTA,1985,90.3492406225077
MARYLAND,1985,91.79519542451595
KANSAS,1985,91.82600270163718
MICHIGAN,1985,92.25115627949644
VIRGINIA,1985,93.7330440212858
ILLINOIS,1985,94.62421808044506
MISSOURI,1985,95.61495153055918
IDAHO,1985,96.27340439658607
ARKANSAS,1985,99.52506433032006
TENNESSEE,1985,102.96278324838993
OHIO,1985,103.5683092524749
ALABAMA,1985,110.93694265639981
MISSISSIPPI,1985,113.01718402134074
NEW MEXICO,1985,124.93360512359877
ARIZONA,1985,129.5726990794213
OKLAHOMA,1985,133.0953878810444
OREGON,1985,138.8507973163744
CALIFORNIA,1985,143.2731510207101
FLORIDA,1985,144.61959347058746
NORTH CAROLINA,1985,148.20919354307438
DELAWARE,1985,148.79869315930355
SOUTH CAROLINA,1985,149.82355090594962
TEXAS,1985,164.44076466829873
GEORGIA,1985,165.9825219414907
ALASKA,1985,169.58064940186668
NEVADA,1985,182.85553256279547
DISTRICT OF COLUMBIA,1985,543.6958077113401
